make,model,variant,ex-showroom_price,displacement,cylinders,valves_per_cylinder,drivetrain,cylinder_configuration,emission_norm,engine_location,fuel_system,fuel_tank_capacity,fuel_type,height,length,width,body_type,doors,city_mileage,highway_mileage,arai_certified_mileage,arai_certified_mileage_for_cng,kerb_weight,gears,ground_clearance,front_brakes,rear_brakes,front_suspension,rear_suspension,front_track,rear_track,front_tyre_&_rim,rear_tyre_&_rim,power_steering,power_windows,power_seats,keyless_entry,power,torque,odometer,speedometer,tachometer,tripmeter,seating_capacity,seats_material,type,wheelbase,wheels_size,start_/_stop_button,12v_power_outlet,audiosystem,aux-in_compatibility,average_fuel_consumption,basic_warranty,bluetooth,boot-lid_opener,boot_space,cd_/_mp3_/_dvd_player,central_locking,child_safety_locks,clock,cup_holders,distance_to_empty,door_pockets,engine_malfunction_light,extended_warranty,fm_radio,fuel-lid_opener,fuel_gauge,handbrake,instrument_console,low_fuel_warning,minimum_turning_radius,multifunction_display,sun_visor,third_row_ac_vents,ventilation_system,auto-dimming_rear-view_mirror,hill_assist,gear_indicator,3_point_seat-belt_in_middle_rear_seat,ambient_lightning,cargo/boot_lights,drive_modes,engine_immobilizer,high_speed_alert_system,lane_watch_camera/_side_mirror_camera,passenger_side_seat-belt_reminder,seat_back_pockets,voice_recognition,walk_away_auto_car_lock,abs_(anti-lock_braking_system),headlight_reminder,adjustable_headrests,gross_vehicle_weight,airbags,door_ajar_warning,ebd_(electronic_brake-force_distribution),fasten_seat_belt_warning,gear_shift_reminder,number_of_airbags,compression_ratio,adjustable_steering_column,other_specs,parking_assistance,key_off_reminder,usb_compatibility,android_auto,apple_carplay,cigarette_lighter,infotainment_screen,multifunction_steering_wheel,average_speed,eba_(electronic_brake_assist),seat_height_adjustment,navigation_system,second_row_ac_vents,tyre_pressure_monitoring_system,rear_center_armrest,ipod_compatibility,esp_(electronic_stability_program),cooled_glove_box,recommended_tyre_pressure,heated_seats,turbocharger,isofix_(child-seat_mount),rain_sensing_wipers,paddle_shifters,leather_wrapped_steering,automatic_headlamps,engine_type,asr_/_traction_control,cruise_control,usb_ports,heads-up_display,welcome_lights,battery,electric_range
Volvo,Xc60,Inscription D5,"Rs. 59,90,000",1969 cc,5,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,70 litres,Diesel,1658 mm,4688 mm,1902 mm,SUV,5,11.7 km/litre,18.8 km/litre,18.8 km/litre,,1879 kg,6,209 mm,Ventilated Disc,Ventilated Disc,Independent suspension with gash shox,Torsion Beam gas shox,,,235/55 R19,235/55 R19,Electric Power,All Windows,Yes,Smart Key,233PS@4250rpm,480Nm@1750rpm,Digital,Digital,Analog,,5,Leather,Automatic,2865 mm,235/55 R19,Yes,Yes,DVD Player with USB & Aux-in,Yes,,,Yes,Internal,495 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,,All Rows,,"Rear passenger side airbags, Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,,8,,"Rake, Reach",,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,,Yes,Yes,,,,All,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
Bmw,X4,Xdrive20D M Sport X,"Rs. 60,60,000",1995 cc,4,4,AWD (All Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,60 litres,Diesel,1621 mm,4752 mm,1918 mm,SUV,5,,,16.4 km/litre,,1740 kg,8,498 mm,Ventilated Disc,Ventilated Disc,Independent Strut with stabiliser bar and coil spring,Independent multi-link Suspension with stabiliser bar and coil spring,,,245/50 R19,245/50 R19,Electric Power,All Windows,Yes,Smart Key,188bhp@4000RPM,400NM@1750rpm,Yes,Yes,Yes,Yes,5,Leather,Automatic,2864 mm,245/50 R19,Yes,Yes,CD/MP3 Player,Yes,Yes,,Yes,Internal,1400 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Yes,Manual,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,,6,,"Rake, Reach",,Front and rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
Bmw,X4,Xdrive30D M Sport X,"Rs. 65,90,000",2993 cc,6,4,AWD (All Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,68 litres,Diesel,1621 mm,4752 mm,1918 mm,SUV,5,,,16.4 km/litre,,1820 kg,8,498 mm,Ventilated Disc,Ventilated Disc,Independent Strut with stabiliser bar and coil spring,Independent multi-link Suspension with stabiliser bar and coil spring,,,245/50 R19,245/50 R19,Electric Power,All Windows,Yes,Smart Key,265PS@4000RPM,620Nm@2000-2500RPM,Yes,Yes,Yes,Yes,5,Leather,Automatic,2864 mm,245/50 R19,Yes,Yes,CD/MP3 Player,Yes,Yes,,Yes,Internal,1400 litres,Yes,Yes,Yes,Yes,Front & Rear,Yes,Front & Rear,,,Yes,Internal,Yes,Manual,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
Bmw,X4,Xdrive30I M Sport X,"Rs. 63,50,000",1998 cc,6,4,AWD (All Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,68 litres,Petrol,1621 mm,4752 mm,1918 mm,SUV,5,,,13.32 km/litre,,1820 kg,8,498 mm,Ventilated Disc,Ventilated Disc,Independent Strut with stabiliser bar and coil spring,Independent multi-link Suspension with stabiliser bar and coil spring,,,245/50 R19,245/50 R19,Electric Power,All Windows,Yes,Smart Key,248bhp@5200rpm,350Nm@1450rpm,Yes,Yes,Yes,Yes,5,Leather,Automatic,2864 mm,245/50 R19,Yes,Yes,CD/MP3 Player,Yes,Yes,,Yes,Internal,1400 litres,Yes,Yes,Yes,Yes,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Yes,Manual,Analog,Yes,,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,"Rear passenger side airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
Jeep,Wrangler,Unlimited,"Rs. 63,94,000",1999 cc,4,4,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,85 litres,Petrol,1838 mm,4882 mm,1877 mm,SUV,5,17.5 km/litre,8.4 km/litre,8.4 km/litre,,,8,215 mm,Ventilated Disc,Ventilated Disc,Independent Suspension with Torsion Bar And Stabilizer Bar,Independent suspension with McPherson Struts,,,245/75R15,245/75R15,Electric Power,All Windows,Power seats,Remote,268PS@6350rpm,400Nm@4300rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,3008 mm,245/75R15,,Yes,CD Player with USB & Aux-in,Yes,Yes,2 Years Unlimited Kilometres,Yes,Internal,,Yes,Yes,,Digital,Front & Rear,Yes,Front & Rear,Yes,2 Years Unlimited Kilometres,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,"Normal, Comfort, Eco, Sport",,Yes,,,,Yes,,Yes,Yes,,,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,Yes,6,,Rake,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,,Yes,Manual Adjustment,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Yes,Yes,,Yes,,,,,,
,Mercedes-Benz C-Class Cabriolet,C300,"Rs. 64,26,497",1991 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,60 litres,Petrol,1409 mm,4686 mm,1810 mm,Convertible,2,,,,,,9,,Ventilated Disc,Ventilated Disc,AGILITY CONTROL suspension with selective damping system,AGILITY CONTROL suspension with selective damping system,,,225/50 R17,225/50 R17,Electric Power,Only Front Windows,"Yes, with memory",Smart Key,258bhp@5800-6100rpm,370Nm@1800-4000rpm,Analog,Analog,Analog,Yes,4,Leather,Automatic,2840 mm,225/50 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,With Remote,,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,With Remote,Yes,Automatic,Analog,Yes,5.8 meter,Yes,,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2200 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Rear passenger pelvic airbags",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
Bmw,Z4 Roadster,Sdrive 20I,"Rs. 64,90,000",1998 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,52 litres,Petrol,1304 mm,4324 mm,2024 mm,"Sports, Convertible",2,,,7.6 km/litre,,1495 kg,8,,Ventilated Disc,Ventilated Disc,Adaptive Dynamics system,Adaptive Dynamics system,1609 mm,1616 mm,225 / 50 R17,255 / 45 R17,Electric Power,All Windows,"Yes, with memory",Smart Key,197hp@4500-6500rpm,320hp@1450-2000rpm,Yes,Digital,Yes,Yes,2,Leather,Automatic,2470 mm,225/50 R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",281 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,"Internal, With Remote",Digital,Automatic,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,"Eco, Sport, Normal, Comfort",Yes,,Yes,,,,,Yes,Yes,Front Row,1740 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,4,,"Rake, Reach",,Front and rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,,Yes,,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,1,Yes,Yes,,
Bmw,Z4 Roadster,M 40I,"Rs. 78,90,000",2998 cc,6,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,52 litres,Petrol,1304 mm,4324 mm,1459 mm,"Sports, Convertible",2,,,7.6 km/litre,,1610 kg,8,,Solid Disc,Ventilated Disc,Adaptive M Suspension,Adaptive M Suspension,1609 mm,1616 mm,255 / 335 R19,255 / 335 R19,Electric Power,All Windows,Yes,Smart Key,340hp@5000-6000rpm,500@1600-4500rpm,Yes,Yes,Yes,Yes,2,Leather,Automatic,2470 mm,255 / 335 R19,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,"Internal, With Remote",281 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,"With Remote, Internal",Digital,Automatic,Digital,Yes,,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,Yes,,,,"Normal, Comfort, Eco, Sport",Yes,,Yes,,,,,Yes,Yes,Front Row,1860 kg,"Driver frontal airbag, Front passenger frontal airbag, Curtain airbags",Yes,Yes,Yes,,4,,"Rake, Reach",,Front and rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,,Yes,,,Yes,Yes,2.4 PSI,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,1,Yes,Yes,,
,Mercedes-Benz V-Class,Expression Elwb,"Rs. 68,40,000",2143 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,93 litres,Diesel,1880 mm,5370 mm,1928 mm,MUV,5,,,,,,7,,Ventilated Disc,Ventilated Disc,,,,,245/45 R17,245/45 R17,Yes,All Windows,,Smart Key,163bhp@3800rpm,380Nm@1400-2400rpm,Yes,Digital,Yes,Yes,7,Leather,Automatic,3430 mm,245/45 R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,"Internal, With Remote",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,"Internal, Manual",Digital,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Yes,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,3100 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Manual Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,2.4 PSI,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
,Mercedes-Benz V-Class,Exclusive Lwb,"Rs. 81,90,000",2143 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,93 litres,Diesel,1880 mm,5140 mm,1928 mm,MUV,5,,,,,,7,,Ventilated Disc,Ventilated Disc,,,,,205/55 R16,205/55 R16,Yes,All Windows,,Smart Key,163bhp@3800rpm,380Nm@1400-2400rpm,Yes,Yes,Yes,Yes,6,Leather,Automatic,3200 mm,205/55 R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,"Internal, With Remote",Yes,Automatic,Digital,Yes,,Yes,Driver & Front Passenger,Yes,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,3100 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Manual Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,2.4 PSI,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
,Mercedes-Benz V-Class,Elite,"Rs. 1,10,00,000",1950 cc,4,4,RWD (Rear Wheel Drive),V,BS 6,"Front, Transverse",Injection,70 litres,Diesel,1901 mm,5140 mm,1928 mm,MPV,5,,,,,,9,,Ventilated Disc,Ventilated Disc,,,1666 mm,1646 mm,205 / 55 R17,205 / 55 R17,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,163PS@4200rpm,380Nm@2400rpm,Digital,Digital,Digital,Yes,6,Leather,Automatic,3200 mm,,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,,Yes,With Remote,,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,With Remote,Digital,Automatic,Digital,Yes,,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Yes,"Eco, Sport, Normal, Comfort",,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,All Rows,,"Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Front passenger curtain airbag, Front passenger pelvic airbag, Driver pelvic airbag",Yes,Yes,Yes,Yes,10,,"Rake, Reach",,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,All,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,
Audi,Q7,45 Tdi Premium Plus,"Rs. 72,21,500",2967 cc,6,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,75 litres,Diesel,1740 mm,5052 mm,1968 mm,SUV,5,9.3 km/litre,12.6 km/litre,14.75 km/litre,,2330 kg,8,200 mm,Ventilated Disc,Ventilated Disc,adaptive air suspesion,adaptive air suspesion,1679 mm,1691 mm,255/60R18,255/60R18,Electric Power,All Windows,Yes,Smart Key,249PS@4500RPM,600Nm@1500-3000rpm,Digital,Digital,Analog,2,7,Leather,Automatic,2994 mm,255/60R18,Yes,4,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",295 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Digital,Automatic,Analog + Digital,Yes,6.1 meter,Yes,Driver & Front Passenger,Yes,4 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2925 kg,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
Audi,Q7,45 Tdi Technology Pack,"Rs. 80,21,500",2967 cc,6,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,75 litres,Diesel,1740 mm,5052 mm,1968 mm,SUV,5,9.3 km/litre,12.6 km/litre,14.75 km/litre,,2330 kg,8,200 mm,Ventilated Disc,Ventilated Disc,adaptive air suspesion,adaptive air suspesion,1679 mm,1691 mm,255/55R19,255/55R19,Electric Power,All Windows,Yes,Smart Key,249PS@4500RPM,600Nm@1500-3000rpm,Digital,Digital,Analog,2,7,Leather,Automatic,2994 mm,255/55R19,Yes,4,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",295 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Digital,Automatic,Analog + Digital,Yes,6.1 meter,Yes,Driver & Front Passenger,Yes,4 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2925 kg,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
Audi,Q7,40 Tfsi Quattro Premium Plus,"Rs. 69,21,500",1984 cc,6,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,75 litres,Petrol,1740 mm,5052 mm,1968 mm,SUV,5,,,11.68 km/litre,,2330 kg,8,200 mm,Ventilated Disc,Ventilated Disc,adaptive air suspesion,adaptive air suspesion,1679 mm,1691 mm,255/60R19,255/60R19,Electric Power,All Windows,Yes,Smart Key,252PS@4500RPM,370Nm@1600-4500rpm,Digital,Digital,Analog,2,7,Leather,Automatic,2994 mm,255/60R19,Yes,4,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",295 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Digital,Automatic,Analog + Digital,Yes,6.1 meter,Yes,Driver & Front Passenger,Yes,4 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2925 kg,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
Audi,Q7,40 Tfsi Quattro Technology Pack,"Rs. 76,21,500",1984 cc,6,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,75 litres,Petrol,1740 mm,5052 mm,1968 mm,SUV,5,,,,,2330 kg,8,200 mm,Ventilated Disc,Ventilated Disc,adaptive air suspesion,adaptive air suspesion,1679 mm,1691 mm,255/55R19,255/55R19,Electric Power,All Windows,Yes,Smart Key,252PS@5000-6000rpm,370Nm@1600-4500rpm,Digital,Digital,Analog,2,7,Leather,Automatic,2994 mm,255/55R19,Yes,4,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",295 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Digital,Automatic,Analog + Digital,Yes,6.1 meter,Yes,Driver & Front Passenger,Yes,4 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2925 kg,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,"Front and rear sensors with camera, Front & rear sensors with 360 degree view",Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,11.68 km/full charge
Audi,Q7,45 Tdi Black Styling,"Rs. 81,11,500",2967 cc,6,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,75 litres,Diesel,1740 mm,5052 mm,1968 mm,SUV,5,9.3 km/litre,12.6 km/litre,14.75 km/litre,,2330 kg,8,200 mm,Ventilated Disc,Ventilated Disc,adaptive air suspesion,adaptive air suspesion,1679 mm,1691 mm,255/55R19,255/55R19,Electric Power,All Windows,Yes,Smart Key,249PS@4500RPM,600Nm@1500-3000rpm,Digital,Digital,Analog,2,7,Leather,Automatic,2994 mm,255/55R19,Yes,4,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",295 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Digital,Automatic,Analog + Digital,Yes,6.1 meter,Yes,Driver & Front Passenger,Yes,4 Zone climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2925 kg,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
Audi,Q7,40 Tfsi Quattro Black Styling,"Rs. 77,11,500",1984 cc,6,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,75 litres,Petrol,1740 mm,5052 mm,1968 mm,SUV,5,,,,,2330 kg,8,200 mm,Ventilated Disc,Ventilated Disc,adaptive air suspesion,adaptive air suspesion,1679 mm,1691 mm,255/55R19,255/55R19,Electric Power,All Windows,Yes,Smart Key,252PS@5000-6000rpm,370Nm@1600-4500rpm,Digital,Digital,Analog,2,7,Leather,Automatic,2994 mm,255/55R19,Yes,4,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",295 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Digital,Automatic,Analog + Digital,Yes,6.1 meter,Yes,Driver & Front Passenger,Yes,4 Zone climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2925 kg,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,"Front and rear sensors with camera, Front & rear sensors with 360 degree view",Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,11.68 km/full charge
